gene,p_value,high_median_survival,low_median_survival
CDCA4,0.033401204661902155,72.0,72.0
C16orf87,0.033401204661902155,72.0,72.0
E2F1,0.033401204661902155,72.0,72.0
MCM3,0.033401204661902155,72.0,78.0
NCAPG2,0.033401204661902155,72.0,72.0
EIF2S2,0.033401204661902155,72.0,72.0
CALR,0.033401204661902155,72.0,72.0
EYA3,0.03351346020847281,72.0,72.0
NCRNA00092,0.03372198059156734,72.0,72.0
TCTN3,0.034085626998247125,72.0,72.0
CA4,0.03428213285204884,72.0,72.0
DHRS9,0.03428213285204884,72.0,72.0
IGSF10,0.03428213285204884,72.0,72.0
ARHGAP27,0.03428213285204884,84.0,72.0
DYNC1LI1,0.03437951939615886,72.0,72.0
ZNF483,0.03437951939615886,72.0,72.0
LRR1,0.03448924569618028,72.0,72.0
NDUFB1,0.03448924569618028,72.0,84.0
TYMS,0.03448924569618028,72.0,72.0
FAM83D,0.03458389056227193,72.0,72.0
GEMIN6,0.03471326363664845,72.0,84.0
RAD51C,0.03471326363664845,72.0,84.0
KARS,0.03471326363664845,72.0,84.0
DPY19L3,0.03472211260855706,72.0,72.0
ASCL2,0.03491088973865576,72.0,72.0
ARNTL,0.03527425829470933,72.0,72.0
KCTD21,0.03551362004291372,72.0,72.0
TCEANC2,0.03556523572521439,72.0,72.0
DENND2A,0.035662510276207905,72.0,72.0
HSD17B3,0.035662510276207905,72.0,72.0
NTF3,0.035662510276207905,72.0,72.0
GREM1,0.035838916372906225,72.0,72.0
LRP8,0.035838916372906225,72.0,72.0
RFC4,0.035838916372906225,72.0,72.0
PLOD2,0.035838916372906225,72.0,78.0
STX6,0.03585718062733531,72.0,72.0
AEBP2,0.035935835698190186,72.0,72.0
TECPR2,0.0359555538067347,72.0,72.0
CDCA7,0.03615285969221983,72.0,72.0
PHF5A,0.03615285969221983,72.0,78.0
CD300LG,0.03692519498919224,72.0,72.0
CCDC101,0.03692519498919224,72.0,72.0
PEX11G,0.036934682776104254,72.0,72.0
OLFML2A,0.03699439476190956,72.0,72.0
RGL4,0.03707669495360675,72.0,72.0
C9orf16,0.037207316987016036,72.0,72.0
TMEM8B,0.037207316987016036,72.0,72.0
ADA,0.03727333746095046,72.0,78.0
TMEM219,0.03730820939185757,72.0,72.0
PFKFB4,0.037429865580225215,72.0,72.0
C16orf75,0.037429865580225215,72.0,78.0
EZH2,0.037429865580225215,72.0,72.0
NCL,0.037429865580225215,72.0,84.0
NFYA,0.037429865580225215,72.0,72.0
SPAG5,0.037429865580225215,72.0,72.0
NTNG2,0.0378452595901603,72.0,72.0
KANK3,0.03830881610800929,84.0,72.0
PGAM1,0.03838243353780034,72.0,72.0
NBPF15,0.03858429499207579,72.0,84.0
WWTR1,0.038615863438117216,72.0,72.0
DCK,0.038615863438117216,72.0,72.0
RIMS3,0.038615863438117216,72.0,72.0
PICALM,0.038615863438117216,72.0,72.0
BUD13,0.038615863438117216,72.0,72.0
H3F3B,0.03868567491032139,72.0,72.0
SLFNL1,0.03868567491032139,72.0,72.0
AHCYL2,0.03870692686748841,72.0,72.0
FCGR1C,0.03870692686748841,72.0,72.0
MRPL35,0.038877916591083285,72.0,72.0
UCHL3,0.038877916591083285,72.0,78.0
PPIF,0.038877916591083285,72.0,72.0
PROX1,0.039092322176805486,72.0,72.0
SCG2,0.039798997683550615,72.0,72.0
THRA,0.039827957681976826,72.0,72.0
DCST2,0.0399216787493149,84.0,72.0
MTMR1,0.039997958776636276,72.0,72.0
PHF12,0.039997958776636276,72.0,72.0
ASH1L,0.039997958776636276,72.0,72.0
SEC22A,0.039997958776636276,72.0,72.0
PCDHB4,0.0401610580362068,72.0,72.0
FAM126A,0.0401610580362068,72.0,72.0
LOC730102,0.04017533087708206,84.0,72.0
MIS18BP1,0.04019188193348502,72.0,72.0
DPP3,0.04022413361998824,72.0,72.0
FAM199X,0.040293453624408976,72.0,72.0
TLR5,0.040293453624408976,72.0,72.0
PMVK,0.040293453624408976,72.0,72.0
MAPRE3,0.04034120551466562,72.0,72.0
EIF3M,0.04041036705631371,72.0,84.0
PSMA2,0.04041036705631371,72.0,72.0
MGC12982,0.04044389679891804,72.0,72.0
SLC39A7,0.04053887772262083,72.0,72.0
ZNF296,0.04080161996180801,72.0,72.0
DLG5,0.04138102451563364,72.0,72.0
RAB5A,0.041503036969007645,72.0,72.0
PLD4,0.0415903455799528,72.0,72.0
ZNF652,0.0415903455799528,72.0,72.0
LOC100288974,0.0415903455799528,72.0,72.0
GORAB,0.04171304566320292,72.0,72.0
CDKN1A,0.041729332974489226,72.0,72.0
WDR63,0.04173233936558411,72.0,72.0
CCNE2,0.041813213177678034,72.0,72.0
HMMR,0.041813213177678034,72.0,72.0
PATL1,0.041813213177678034,72.0,72.0
ZCCHC11,0.041813213177678034,72.0,72.0
C6orf27,0.0418430234712792,72.0,72.0
HNRPDL,0.04189895186705924,72.0,72.0
KCTD9,0.04189895186705924,72.0,72.0
SNX27,0.04189895186705924,72.0,72.0
MON2,0.04189895186705924,72.0,72.0
PUSL1,0.04212888201039899,72.0,72.0
CIAPIN1,0.04212888201039899,72.0,72.0
HAT1,0.04212888201039899,72.0,72.0
TRAIP,0.04231680763809052,72.0,72.0
HMG20A,0.042844857195856324,72.0,72.0
RRAS2,0.04304836631999609,72.0,72.0
KCTD7,0.04304836631999609,72.0,72.0
ADCK3,0.04314301787129634,72.0,72.0
PCDHB3,0.04322990459062466,72.0,72.0
TMEM108,0.04331960655929603,72.0,72.0
ATP1B1,0.04331960655929603,72.0,72.0
NIPBL,0.04331960655929603,72.0,72.0
MREG,0.0433779445922035,72.0,72.0
EDEM1,0.0433779445922035,72.0,72.0
RABGGTA,0.0433779445922035,72.0,72.0
CLECL1,0.0433779445922035,72.0,72.0
ALAD,0.0433779445922035,72.0,72.0
PEX11A,0.0433779445922035,72.0,72.0
SRPRB,0.043406562538112876,72.0,84.0
UTY,0.043406562538112876,72.0,72.0
SHCBP1,0.04356888085073509,72.0,72.0
KNTC1,0.04356888085073509,72.0,72.0
C18orf25,0.043695980148281695,72.0,72.0
PPCS,0.043695980148281695,72.0,72.0
ADAMDEC1,0.043723977924212135,72.0,72.0
LY6H,0.043811629550871964,72.0,72.0
CCDC48,0.04462530426369697,72.0,72.0
VEZT,0.04474829988318199,72.0,72.0
MPHOSPH9,0.04479249943649125,72.0,72.0
EIF4A1,0.04488383604594039,72.0,72.0
C11orf96,0.04500862131635329,72.0,72.0
C6orf25,0.04500862131635329,72.0,72.0
MMP14,0.045033701445920886,72.0,72.0
FLJ36644,0.04512141713327498,72.0,72.0
BCO2,0.04512446573066895,72.0,72.0
LINS,0.04512446573066895,72.0,72.0
GOLPH3,0.04512446573066895,72.0,72.0
DET1,0.04512446573066895,72.0,72.0
TTC3P1,0.04512446573066895,72.0,72.0
CTPS,0.04522250335203902,72.0,72.0
C14orf129,0.04522250335203902,72.0,72.0
CKAP2,0.04522250335203902,72.0,72.0
ZBTB9,0.04522250335203902,72.0,72.0
AMN,0.045232219601335395,72.0,72.0
PARP10,0.04528407148780556,72.0,72.0
SLC35E4,0.04528407148780556,72.0,72.0
RECQL4,0.04545960934530864,72.0,72.0
C11orf91,0.04552824312743643,72.0,72.0
PRICKLE2,0.04649991864807847,72.0,72.0
SEL1L3,0.04657044268149142,72.0,72.0
SFXN1,0.04657044268149142,72.0,78.0
FAM18A,0.04668419117781039,72.0,72.0
FAM120AOS,0.04668419117781039,72.0,72.0
DNAJC10,0.046749798991534745,72.0,72.0
PLEKHM1P,0.04683208345130704,72.0,72.0
PCDHA3,0.04683208345130704,72.0,72.0
MTCP1,0.046842030595866856,72.0,72.0
RHOT1,0.04694768536838415,72.0,72.0
NAA50,0.04696821564717724,72.0,72.0
CXCR2P1,0.04696821564717724,72.0,78.0
NCAPG,0.04717153719292703,72.0,72.0
EEPD1,0.04718899854884588,72.0,72.0
STON2,0.04722326211714399,72.0,72.0
TBX2,0.04797515655459621,72.0,72.0
HOGA1,0.04797515655459621,72.0,72.0
NCRNA00240,0.04826885551634932,72.0,72.0
MIR374AHG,0.04826885551634932,72.0,72.0
TYW1B,0.04845415589234687,72.0,72.0
SLC25A37,0.04845415589234687,72.0,72.0
ARPP19,0.04845415589234687,72.0,72.0
S100A13,0.04845415589234687,72.0,72.0
IPO4,0.04854587192898922,72.0,84.0
CHEK2,0.04854587192898922,72.0,72.0
ORC5,0.04854587192898922,72.0,72.0
PKD2,0.048694633380389506,72.0,72.0
HEMK1,0.048694633380389506,72.0,72.0
PSD3,0.048694633380389506,72.0,72.0
MLL2,0.048694633380389506,72.0,72.0
C8orf4,0.048857074557081076,72.0,72.0
VIPR1,0.048857074557081076,72.0,72.0
BRP44L,0.048857074557081076,72.0,72.0
C17orf101,0.048857074557081076,72.0,72.0
BDH2,0.048857074557081076,72.0,72.0
GPR75-ASB3,0.048857074557081076,72.0,72.0
UNC13B,0.048857074557081076,72.0,72.0
CISH,0.048857074557081076,72.0,72.0
FAM131A,0.048857074557081076,72.0,72.0
PI4KAP1,0.04898323972249401,72.0,72.0
XRCC2,0.04911663246227055,72.0,84.0
LOC572558,0.05001879847637755,72.0,72.0
STAT6,0.05006780995382203,72.0,72.0
COL4A6,0.05008741323409723,72.0,72.0
SP2,0.05008741323409723,72.0,72.0
CCND1,0.05011632691166509,72.0,72.0
POLR1A,0.05029860991936551,72.0,72.0
MTBP,0.05029860991936551,72.0,72.0
MTHFD1,0.05030916093306142,72.0,72.0
C1orf88,0.05037086192587814,72.0,72.0
ZNF596,0.05037086192587814,72.0,72.0
ANKRD1,0.05037086192587814,72.0,72.0
CCDC71,0.05037086192587814,72.0,72.0
ITPR1,0.05037086192587814,72.0,72.0
MBL1P,0.05037086192587814,84.0,72.0
LOC645212,0.05037086192587814,72.0,72.0
SWT1,0.05037086192587814,72.0,72.0
CASC4,0.05037086192587814,84.0,72.0
AKAP13,0.05037086192587814,72.0,72.0
TFAP2E,0.05037086192587814,72.0,72.0
ZMAT1,0.05037086192587814,72.0,72.0
SUSD3,0.05052252741148761,72.0,72.0
CAPN8,0.05052252741148761,72.0,72.0
GNPAT,0.05052252741148761,72.0,72.0
TMEM159,0.05052252741148761,72.0,72.0
SUPV3L1,0.05063272702429024,72.0,72.0
MYOF,0.05063272702429024,72.0,72.0
HSBP1L1,0.05063272702429024,72.0,72.0
HNRNPR,0.05072360906598683,72.0,72.0
KDELC1,0.05072360906598683,72.0,72.0
SELRC1,0.05072360906598683,72.0,72.0
FITM2,0.05072360906598683,72.0,72.0
MCPH1,0.050738374734004325,72.0,72.0
FMR1,0.050738374734004325,72.0,72.0
DSEL,0.050738374734004325,72.0,72.0
LOC440300,0.050738374734004325,72.0,72.0
GPR133,0.050738374734004325,72.0,72.0
TBL2,0.050756142037193204,72.0,72.0
BMP8A,0.050894633578461274,72.0,72.0
MIR155HG,0.05096194130290497,72.0,72.0
C2orf72,0.05096194130290497,72.0,72.0
PPT2,0.05096194130290497,72.0,72.0
C18orf32,0.05105117062971958,72.0,72.0
NPFF,0.05151886604756549,72.0,72.0
IGSF21,0.05173142682332132,72.0,72.0
WFIKKN1,0.05178926938167934,72.0,72.0
FSD1L,0.05196840763253301,72.0,72.0
ARMCX5-GPRASP2,0.051986920777925806,72.0,72.0
LOC147670,0.051986920777925806,72.0,72.0
ZNF274,0.05207932955794909,72.0,72.0
VPS41,0.05207932955794909,84.0,72.0
MRPL55,0.05207932955794909,72.0,72.0
ARMCX6,0.05207932955794909,72.0,72.0
XKRX,0.05218243881748198,72.0,72.0
HNRNPH3,0.05218243881748198,72.0,72.0
LOC158376,0.05218243881748198,72.0,72.0
MYOM2,0.05218243881748198,72.0,72.0
FLJ37035,0.05221123701526199,72.0,72.0
HHAT,0.052256833378365494,72.0,72.0
PMS2P4,0.05236249409659329,72.0,72.0
COPS3,0.05240557632352708,72.0,84.0
C7orf28B,0.0524580558433546,72.0,72.0
FIG4,0.0524580558433546,72.0,72.0
ZNF597,0.0524580558433546,72.0,72.0
ANKRD19,0.0524580558433546,72.0,72.0
MRFAP1,0.0524580558433546,72.0,72.0
C19orf54,0.052580816451012945,72.0,72.0
BCL9L,0.05266578366683679,72.0,72.0
PRPF40B,0.05266578366683679,72.0,72.0
SPIRE1,0.05266578366683679,72.0,72.0
BBS7,0.05266578366683679,72.0,72.0
LOC146880,0.05266578366683679,72.0,72.0
SPIRE2,0.05268698158592239,72.0,72.0
ITPR3,0.052793275091335176,72.0,72.0
EIF3G,0.05291186804762967,72.0,72.0
ADPRHL1,0.053956211711737576,72.0,72.0
TUBD1,0.053956211711737576,72.0,72.0
ZNF10,0.054019671446606625,72.0,72.0
NLGN4Y,0.054087123980850145,72.0,72.0
PBX4,0.054221869936088796,72.0,72.0
FAM98A,0.0543340102943426,72.0,72.0
SCARA5,0.0544532324625297,72.0,72.0
TARSL2,0.0544532324625297,72.0,72.0
MEGF9,0.0544532324625297,72.0,72.0
ZNF677,0.0544532324625297,72.0,72.0
GPD1L,0.0544532324625297,72.0,72.0
ATOH8,0.0544532324625297,72.0,72.0
CLEC10A,0.0544532324625297,72.0,72.0
C12orf76,0.0544532324625297,72.0,72.0
DSTNP2,0.0544532324625297,72.0,72.0
ATP6V0A1,0.0544532324625297,72.0,72.0
NKRF,0.0544532324625297,72.0,72.0
ARHGAP21,0.0544532324625297,72.0,72.0
CAMK2G,0.0544532324625297,84.0,72.0
CR1,0.0544532324625297,72.0,72.0
ZFAND5,0.0544532324625297,72.0,72.0
CD1A,0.0544532324625297,72.0,72.0
ARL6IP5,0.0544532324625297,72.0,72.0
STOM,0.0544532324625297,84.0,72.0
FCN3,0.0544532324625297,72.0,72.0
ANKMY2,0.05484725394234448,72.0,72.0
LOC100272228,0.05484725394234448,72.0,72.0
NUBP1,0.05490805861478176,72.0,72.0
MXD1,0.05490805861478176,72.0,72.0
PI4KAP2,0.055037089086114224,72.0,72.0
WDR85,0.055037089086114224,72.0,72.0
FOXJ3,0.056053481879683585,72.0,72.0
FYCO1,0.056053481879683585,72.0,72.0
BAP1,0.056053481879683585,72.0,72.0
CXorf56,0.056053481879683585,72.0,72.0
SLC16A4,0.056053481879683585,72.0,72.0
C2CD2,0.056053481879683585,84.0,72.0
ANK2,0.056053481879683585,72.0,72.0
DARC,0.056053481879683585,72.0,72.0
GALNT11,0.05627441294180358,72.0,72.0
KBTBD11,0.05627441294180358,72.0,72.0
C11orf73,0.05627441294180358,72.0,72.0
DBH,0.05627441294180358,72.0,72.0
NDUFS6,0.05627441294180358,72.0,72.0
CRB3,0.05627441294180358,72.0,72.0
GCET2,0.05627441294180358,72.0,72.0
TOP3A,0.056307488703828026,72.0,72.0
STT3B,0.056307488703828026,72.0,72.0
CYCS,0.056307488703828026,72.0,72.0
PSIMCT-1,0.056307488703828026,72.0,72.0
OPA1,0.056307488703828026,72.0,72.0
GABPB1,0.056307488703828026,72.0,72.0
PTER,0.056478373055225455,72.0,72.0
C17orf51,0.05649224394789856,72.0,72.0
RHPN2,0.056506588171889346,72.0,72.0
LRRC46,0.05651415110112939,72.0,72.0
NAT1,0.05651415110112939,72.0,72.0
ZMYND10,0.05651415110112939,72.0,72.0
FAM13AOS,0.05651415110112939,72.0,72.0
C20orf85,0.05651415110112939,72.0,72.0
MAP6,0.05651415110112939,72.0,72.0
ALS2CL,0.056680243496953824,72.0,72.0
OGDH,0.056680243496953824,72.0,72.0
ZNF710,0.056680243496953824,72.0,72.0
TLE6,0.056680243496953824,72.0,72.0
ABCB9,0.056680243496953824,72.0,72.0
ANAPC4,0.056849418514630476,72.0,72.0
KHK,0.05687468493914475,72.0,72.0
CD164L2,0.05693813560073219,72.0,72.0
PPT2-EGFL8,0.057227809578716426,72.0,72.0
RUNX2,0.05760784939207563,72.0,72.0
MED12,0.05811822794799189,72.0,72.0
HEATR5A,0.05814234086900573,72.0,72.0
SDC3,0.05814234086900573,72.0,72.0
CCDC72,0.05822286616551182,72.0,72.0
ZNF41,0.058393259217713045,72.0,72.0
ARMCX4,0.058393259217713045,72.0,72.0
SRRM2,0.058393259217713045,72.0,72.0
ARHGEF26,0.058393259217713045,84.0,72.0
ANGEL2,0.058393259217713045,72.0,72.0
PRKAB1,0.058393259217713045,72.0,72.0
C3orf15,0.058393259217713045,72.0,72.0
GTF2IRD2B,0.058393259217713045,72.0,72.0
ZC3H7A,0.058393259217713045,72.0,72.0
TCEAL4,0.058393259217713045,72.0,72.0
LONRF1,0.05855564411970314,72.0,72.0
DNAJC12,0.05857033491115564,72.0,72.0
RPF2,0.0586485267937481,72.0,72.0
HECTD2,0.05875218394480214,72.0,72.0
HKDC1,0.05875218394480214,72.0,72.0
IPW,0.05875218394480214,84.0,72.0
CYB5A,0.05875218394480214,72.0,72.0
C2orf74,0.05875218394480214,72.0,72.0
MDP1,0.059061030058452056,72.0,72.0
MCM8,0.059061030058452056,72.0,72.0
FSTL4,0.06004224699819355,72.0,72.0
FGA,0.06024911278715802,72.0,72.0
IL1A,0.06046643025335075,72.0,72.0
NEO1,0.06047637771232265,72.0,72.0
SLC4A5,0.06050554309563159,84.0,72.0
CST6,0.06050554309563159,72.0,72.0
VPS11,0.06050554309563159,72.0,72.0
BEAN1,0.06050554309563159,72.0,72.0
PCDHB14,0.06050554309563159,72.0,72.0
HPGDS,0.06050554309563159,84.0,72.0
HSD17B6,0.06050554309563159,72.0,72.0
MTMR12,0.06050554309563159,72.0,72.0
LONRF3,0.06050554309563159,72.0,72.0
PROSC,0.06050554309563159,72.0,72.0
TM2D2,0.06050554309563159,72.0,72.0
FAM13C,0.06050554309563159,72.0,72.0
PON3,0.06050554309563159,72.0,72.0
C10orf32-AS3MT,0.06050554309563159,72.0,72.0
LOC344595,0.06050554309563159,72.0,72.0
TMEM139,0.06050554309563159,72.0,72.0
ADHFE1,0.06050554309563159,72.0,72.0
SPARCL1,0.06050554309563159,72.0,72.0
BRCA2,0.060546660947860896,72.0,72.0
LOC284233,0.06069018604876238,72.0,72.0
C1orf116,0.06069018604876238,72.0,72.0
ZDHHC16,0.06069018604876238,72.0,72.0
YBX1,0.060833578649341934,72.0,72.0
ACN9,0.06099036473668179,72.0,72.0
GAS2L3,0.06099265939042994,72.0,72.0
TMEM66,0.06099716777767776,72.0,72.0
PTPRK,0.06099716777767776,72.0,72.0
WNK1,0.06099716777767776,72.0,72.0
ARHGAP12,0.06099716777767776,72.0,72.0
CNOT2,0.06099716777767776,72.0,72.0
USP40,0.06099716777767776,72.0,72.0
ELFN2,0.06099716777767776,72.0,72.0
SNTN,0.06099716777767776,72.0,72.0
RBPMS,0.06099716777767776,72.0,72.0
LEPROTL1,0.06099716777767776,72.0,72.0
LOC643406,0.06099716777767776,72.0,72.0
ZC3H3,0.06120206700525392,72.0,72.0
LOC100507582,0.06120206700525392,72.0,72.0
RAVER1,0.06120206700525392,72.0,72.0
PRR5,0.06120206700525392,72.0,72.0
CHPF,0.06120206700525392,72.0,72.0
EEF1B2,0.061213662855692505,72.0,72.0
SLC25A43,0.06232110905585826,72.0,72.0
MAOA,0.06249129655268041,72.0,72.0
TMEM200B,0.06249129655268041,72.0,72.0
ICAM1,0.06249129655268041,84.0,72.0
VGLL1,0.06249129655268041,72.0,72.0
TMEM125,0.06249129655268041,72.0,72.0
ABCC3,0.06249129655268041,72.0,72.0
CDYL2,0.06272732018555986,72.0,72.0
RIBC1,0.06275665695329426,72.0,72.0
ZDHHC17,0.06275665695329426,72.0,72.0
CLASP1,0.06275665695329426,72.0,72.0
ZBTB8A,0.06275665695329426,84.0,72.0
PAM,0.06275665695329426,72.0,72.0
SCNN1A,0.06275665695329426,72.0,72.0
LOC283335,0.06275665695329426,72.0,72.0
ELN,0.06275665695329426,72.0,72.0
FADS1,0.06284810889538296,72.0,72.0
SEC62,0.0629967044973904,72.0,72.0
CCDC127,0.0629967044973904,72.0,72.0
ZC3H10,0.0629967044973904,72.0,72.0
POMZP3,0.0629967044973904,72.0,72.0
WDFY2,0.0629967044973904,72.0,72.0
RAP1GAP,0.0629967044973904,72.0,72.0
CYP4V2,0.0629967044973904,72.0,72.0
LOC441204,0.0629967044973904,72.0,72.0
FBXO44,0.0629967044973904,72.0,72.0
ATP6V1B2,0.0629967044973904,72.0,72.0
TMEM98,0.0629967044973904,72.0,72.0
FEZ2,0.0629967044973904,72.0,72.0
POGK,0.0629967044973904,72.0,72.0
TNFRSF10A,0.06311498912660338,72.0,72.0
BTC,0.06311498912660338,72.0,72.0
GSR,0.06311498912660338,72.0,72.0
LTK,0.06311498912660338,72.0,72.0
C13orf29,0.0631708995631133,72.0,72.0
WDR1,0.06320642370829667,72.0,72.0
DENND5B,0.06320642370829667,72.0,72.0
COL9A3,0.06320642370829667,72.0,72.0
KRTCAP3,0.06327283177899534,72.0,72.0
DTYMK,0.06365653934153381,72.0,72.0
TIMM22,0.06365653934153381,72.0,72.0
C8orf55,0.06365653934153381,72.0,72.0
NRG4,0.06437290180928064,72.0,72.0
NDUFAF3,0.06454988883474627,72.0,72.0
HEATR3,0.06471834977938394,72.0,72.0
PRMT8,0.06480410511522719,72.0,72.0
ABCA9,0.06480410511522719,72.0,72.0
CST2,0.06480410511522719,72.0,72.0
BEND5,0.06480410511522719,72.0,72.0
B3GALT2,0.06480410511522719,72.0,72.0
ARFGEF2,0.06485853491570502,72.0,72.0
HSDL1,0.06491396662679849,72.0,72.0
MEF2A,0.06518732176667914,72.0,72.0
CTNNA1,0.06518732176667914,72.0,72.0
CCDC109A,0.06518732176667914,72.0,72.0
RTKN2,0.06518732176667914,72.0,72.0
C15orf40,0.06518732176667914,72.0,72.0
TMIE,0.06518732176667914,72.0,72.0
MRPS6,0.06518732176667914,72.0,72.0
SLC44A2,0.06518732176667914,72.0,72.0
CCDC85A,0.06518732176667914,72.0,72.0
PNMA2,0.06518732176667914,72.0,72.0
SPAG9,0.06518732176667914,72.0,72.0
SENP8,0.06518732176667914,72.0,72.0
NCRNA00247,0.06518732176667914,72.0,72.0
ZDHHC1,0.06518732176667914,72.0,72.0
MMAA,0.06518732176667914,72.0,72.0
HOPX,0.06518732176667914,72.0,72.0
CBARA1,0.06518732176667914,72.0,72.0
LOC285359,0.06518732176667914,72.0,72.0
ST8SIA6,0.06518732176667914,72.0,72.0
SLC22A18,0.06526843142402237,72.0,72.0
KCNMB4,0.06526843142402237,72.0,72.0
CCDC96,0.06526843142402237,72.0,72.0
MAN2B2,0.06526843142402237,72.0,72.0
LRP2BP,0.06549718405611624,72.0,72.0
RAD51,0.06559235535180626,72.0,72.0
SNRPB2,0.06559235535180626,72.0,72.0
CKS2,0.06559235535180626,72.0,72.0
SNRPB,0.06559235535180626,72.0,72.0
ADAMTS4,0.06559235535180626,72.0,72.0
PDCD5,0.06559235535180626,72.0,72.0
PCNA,0.06559235535180626,72.0,72.0
IFITM1,0.06559235535180626,72.0,78.0
PIGH,0.06559235535180626,72.0,72.0
MX1,0.06559235535180626,72.0,72.0
RAE1,0.06559235535180626,72.0,72.0
CXCL14,0.06559235535180626,72.0,72.0
FBXO2,0.06571106638213949,72.0,72.0
KRAS,0.06571106638213949,72.0,72.0
BDNF,0.06571106638213949,72.0,72.0
OMA1,0.06571106638213949,72.0,72.0
DNM1,0.06587584178347042,72.0,72.0
DEFB1,0.06600004752113284,72.0,72.0
CBWD2,0.06694385935228166,72.0,84.0
GJA4,0.06703522577829928,72.0,72.0
C20orf160,0.06703522577829928,72.0,72.0
CCT6P3,0.06703522577829928,72.0,72.0
TTC21A,0.06703522577829928,72.0,72.0
LEFTY2,0.06707934277790573,72.0,72.0
PBXIP1,0.06707934277790573,72.0,72.0
SLC16A5,0.06724653569042896,72.0,72.0
RPS23,0.06729703254825271,72.0,72.0
CDR2L,0.06729703254825271,72.0,72.0
CHTOP,0.06736581224792218,72.0,72.0
C15orf41,0.0676340561271171,72.0,72.0
FURIN,0.0676340561271171,72.0,72.0
LRRC37A3,0.0676340561271171,72.0,72.0
EFHA2,0.0676340561271171,72.0,72.0
PIP4K2B,0.0676340561271171,72.0,72.0
PALM3,0.0676340561271171,72.0,72.0
ANKRA2,0.0676340561271171,72.0,72.0
C11orf61,0.0676340561271171,72.0,72.0
FAM179A,0.0676340561271171,72.0,72.0
ATP9B,0.0676340561271171,72.0,72.0
LIME1,0.0676966867967896,72.0,72.0
CEACAM19,0.06783519232701657,72.0,72.0
CDC16,0.06783519232701657,72.0,72.0
IL4R,0.06783519232701657,72.0,72.0
FAM104A,0.06783519232701657,72.0,72.0
FDX1,0.06783519232701657,72.0,72.0
LOC100134713,0.06783519232701657,72.0,72.0
TM9SF1,0.06785461235716544,72.0,72.0
TIMM44,0.06785461235716544,72.0,72.0
RASGRF2,0.06800399170576743,72.0,72.0
HMGB2,0.06800399170576743,72.0,72.0
KIAA1530,0.06811606745805063,72.0,72.0
C2orf7,0.06839660508877199,72.0,84.0
TMEM216,0.06839660508877199,72.0,72.0
ALDH1L1,0.06839660508877199,72.0,72.0
LOC158572,0.06889636828076683,72.0,72.0
CCDC120,0.0691944864786002,72.0,72.0
VSIG10L,0.06929442592065173,72.0,72.0
RASIP1,0.06929442592065173,72.0,72.0
NT5DC3,0.06948725055286956,72.0,72.0
TSR2,0.06948725055286956,72.0,72.0
RUNDC2C,0.06980912294555344,72.0,72.0
MAGI2,0.06980912294555344,72.0,72.0
ECHDC2,0.06980912294555344,72.0,72.0
TMEM50B,0.06980912294555344,72.0,72.0
NPPA,0.06980912294555344,72.0,72.0
TNFRSF12A,0.06980912294555344,72.0,72.0
GTF2IRD2,0.06980912294555344,72.0,72.0
RAB9B,0.06980912294555344,72.0,72.0
CSF2,0.06980912294555344,72.0,72.0
CADM3,0.06980912294555344,72.0,72.0
TMEM87A,0.06980912294555344,72.0,72.0
CSF1,0.06980912294555344,72.0,72.0
NTNG1,0.06980912294555344,72.0,72.0
TEX261,0.06980912294555344,72.0,72.0
NRG1,0.06980912294555344,72.0,72.0
SDC1,0.06980912294555344,72.0,72.0
EPHB6,0.06980912294555344,72.0,72.0
S1PR2,0.06980912294555344,72.0,72.0
FAM129B,0.06980912294555344,72.0,72.0
DIRAS3,0.06980912294555344,72.0,72.0
BRE,0.0699969136160905,72.0,72.0
KIF24,0.07003470704332783,72.0,72.0
UQCC,0.07003470704332783,72.0,72.0
CAPN5,0.07003470704332783,72.0,72.0
MARCKS,0.07003470704332783,72.0,72.0
ACE,0.07010395401141585,72.0,72.0
TNFRSF11A,0.07030482359354946,72.0,72.0
EXOC3,0.07030482359354946,72.0,72.0
IDUA,0.07030482359354946,72.0,72.0
PIGQ,0.07030482359354946,72.0,72.0
FAM118A,0.07030482359354946,72.0,72.0
AKAP5,0.07038409618981337,72.0,72.0
LOC100134229,0.07059147199280977,72.0,72.0
FOXM1,0.07059147199280977,72.0,72.0
CDRT15P,0.07059147199280977,72.0,72.0
TACC3,0.07059147199280977,72.0,72.0
PSMA7,0.07059147199280977,72.0,72.0
LRRC61,0.07059147199280977,72.0,72.0
LOC401097,0.07059147199280977,72.0,72.0
B4GALT4,0.07059147199280977,72.0,72.0
DMWD,0.07059147199280977,72.0,78.0
5-Sep,0.07059147199280977,72.0,72.0
LOX,0.07059147199280977,72.0,72.0
MAD2L1BP,0.07059147199280977,72.0,72.0
TMED2,0.07059147199280977,72.0,72.0
TF,0.07059147199280977,72.0,72.0
ENTPD2,0.07059147199280977,72.0,72.0
CTIF,0.07059147199280977,72.0,72.0
ROBO2,0.07171202860809793,72.0,72.0
ZBTB22,0.07171202860809793,72.0,72.0
ADAMTSL2,0.07171202860809793,72.0,72.0
SELE,0.07202241174997454,72.0,72.0
ESAM,0.0721200643140606,84.0,72.0
RAB11FIP1,0.0721200643140606,72.0,72.0
SHC2,0.0721200643140606,72.0,72.0
SLC25A28,0.0721200643140606,72.0,72.0
